searchConditionText,searchCondition,searchKeyword,pageIndex,pageUnit,recordCountPerPage,zoneYn,acdnt_no,engn_code,acdnt_year,acdnt_dd_dc,dfk_code,dfk_dc,tmzon_div_1_code,tmzon_div_1_dc,occrrnc_time_code,occrrnc_time_dc,legaldong_code,legaldong_name,acdnt_hcode,acdnt_hdc,acdnt_mcode,acdnt_mdc,acdnt_code,acdnt_dc,lrg_violt_1_code,lrg_violt_1_dc,x_crdnt,y_crdnt,wether_sttus_code,wether_sttus_dc,road_stle_code,road_stle_dc,hhdgw_at,acdnt_gae_code,acdnt_gae_dc,dprs_cnt,sep_cnt,slp_cnt,inj_aplcnt_cnt,wrngdo_vhcle_asort_hcode,wrngdo_vhcle_asort_hdc,wrngdo_vhcle_asort_code,wrngdo_vhcle_asort_dc,injury_dgree_1_hcode,injury_dgree_1_hdc,injury_dgree_1_code,injury_dgree_1_dc,acdnt_age_1_code,acdnt_age_1_dc,sexdstn_div_1_code,sexdstn_div_1_dc,dmge_vhcle_asort_hcode,dmge_vhcle_asort_hdc,dmge_vhcle_asort_code,dmge_vhcle_asort_dc,injury_dgree_2_hcode,injury_dgree_2_hdc,injury_dgree_2_code,injury_dgree_2_dc,acdnt_age_2_code,acdnt_age_2_dc,sexdstn_div_2_code,sexdstn_div_2_dc,bdy_injury_part_1_code,bdy_injury_part_1_dc,bdy_injury_part_2_code,bdy_injury_part_2_dc,spt_otlnmap_at,rdse_sttus_code,rdse_sttus_dc,acdnt_pos,acdnt_des,road_div,road_no,route_nm,otn_acdnt_no,city_idt_code,city_idt_dc,xCrdnt,yCrdnt,acdnt_frm_lv1,acdnt_frm_lv2,acdnt_frm_lv3,acdnt_sta_lv1,acdnt_sta_lv2,rde_id,rde_nm,serial_no,rn,query_start_year,query_end_year,query_period,lon,lat
,,,1,3,10,False,2021090400100088,00,2021,2021년  9월,6,토요일,01,주간,09,09시,4817010600,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,1053363,1688800,01,맑음,110,교차로 - 교차로안,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,60,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,71,65세 이상,2,여,00,상해없음,20,좌측 발,없음,01, 건조,,,,,,20210026332003,,,0.0,0.0,,,,,,,,2021134517,,2020,2022,2020~2022,128.0861663351575,35.1931021209264
,,,1,3,10,False,2021090900100459,00,2021,2021년  9월,4,목요일,02,야간,18,18시,4817038023,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1070422,1687040,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,50,41-50세,1,남,500,보행자,500,보행자,200,부상,220,경상,86,65세 이상,2,여,00,상해없음,08,뒷면 허리,없음,01, 건조,앞  도로상,,103,2,일반국도2호선,20210026982003,,,0.0,0.0,,,,,,,,2021137622,,2020,2022,2020~2022,128.27338734960566,35.176181458843075
,,,1,3,10,False,2021090900100460,00,2021,2021년  9월,4,목요일,02,야간,18,18시,4817010700,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1052287,1688269,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,60,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,68,65세 이상,2,여,00,상해없음,06,뒷면 뒷목,없음,01, 건조,풍국장어 앞,,,,,20210026992003,,,0.0,0.0,,,,,,,,2021137623,,2020,2022,2020~2022,128.07431384433625,35.18837088162227
,,,1,3,10,False,2021092300100264,00,2021,2021년  9월,4,목요일,01,주간,13,13시,4817012200,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1055858,1690522,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,42,41-50세,2,여,500,보행자,500,보행자,200,부상,210,중상,78,65세 이상,2,여,00,상해없음,08,뒷면 허리,없음,01, 건조,어느디저트 앞 노상,,,,,20210028772003,,,0.0,0.0,,,,,,,,2021145660,,2020,2022,2020~2022,128.11368810211897,35.2084929973718
,,,1,3,10,False,2021092300100519,00,2021,2021년  9월,4,목요일,02,야간,19,19시,4817025000,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1059876,1686968,01,맑음,299,단일로 - 기타,N,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,36,31-40세,2,여,500,보행자,500,보행자,100,사망,100,사망,95,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,동국한양빌라 앞 정아네김밥 앞,,106,1009,월아산로,20210028822003,,,0.0,0.0,,,,,,,,2021145906,,2020,2022,2020~2022,128.15757139682788,35.17621636457598
,,,1,3,10,False,2021092800100210,00,2021,2021년  9월,2,화요일,01,주간,12,12시,4817040023,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1060614,1696399,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,73,65세 이상,2,여,500,보행자,500,보행자,200,부상,220,경상,73,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,"구,대곡중학교 앞",,106,1007,지방도1007호선,20210029392003,,,0.0,0.0,,,,,,,,2021148144,,2020,2022,2020~2022,128.16637046888994,35.26120675153994
,,,1,3,10,False,2021100100100362,00,2021,2021년 10월,5,금요일,01,주간,15,15시,4817011900,경상남도 진주시,100,차대사람,130,길가장자리구역통행중,130,차대사람 - 길가장자리구역통행중,06,안전운전불이행,1055027,1687234,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,45,41-50세,2,여,500,보행자,500,보행자,200,부상,220,경상,66,65세 이상,2,여,00,상해없음,19,좌측 하퇴부,없음,01, 건조,,,,,,20210029612003,,,0.0,0.0,,,,,,,,2021150143,,2020,2022,2020~2022,128.1043391164081,35.178892181739485
,,,1,3,10,False,2021101800100240,00,2021,2021년 10월,1,월요일,01,주간,11,11시,4817010200,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1053717,1686845,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,66,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,88,65세 이상,2,여,00,상해없음,18,좌측 대퇴부,없음,01, 건조,교차로 주약철도건널목교차로,,,,,20210031652003,,,0.0,0.0,,,,,,,,2021159870,,2020,2022,2020~2022,128.0899272659617,35.17545561346273
,,,1,3,10,False,2021101800100419,00,2021,2021년 10월,1,월요일,01,주간,16,16시,4817011200,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,08,보행자보호의무위반,1052877,1689361,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,66,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,82,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,진주중학교 앞 횡단보도 젠데코 가게 앞 횡단보도 위,,,,,20210031682003,,,0.0,0.0,,,,,,,,2021160042,,2020,2022,2020~2022,128.08086411669103,35.19818620247267
,,,1,3,10,False,2021101900100431,00,2021,2021년 10월,2,화요일,02,야간,18,18시,4817025024,경상남도 진주시,100,차대사람,130,길가장자리구역통행중,130,차대사람 - 길가장자리구역통행중,06,안전운전불이행,1060923,1683664,01,맑음,299,단일로 - 기타,N,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,56,51-60세,2,여,500,보행자,500,보행자,100,사망,100,사망,84,65세 이상,1,남,00,상해없음,05,뒷면 머리,없음,01, 건조,이곡마을 입구,,106,1009,월아산로,20210031902003,,,0.0,0.0,,,,,,,,2021160726,,2020,2022,2020~2022,128.168825170694,35.14636260252887
,,,1,3,10,False,2021102400100051,00,2021,2021년 10월,7,일요일,01,주간,06,06시,4817011900,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1056192,1688069,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,30,21-30세,1,남,500,보행자,500,보행자,200,부상,210,중상,80,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,전자랜드 앞,,107,0,대신로,20210032312003,,,0.0,0.0,,,,,,,,2021163489,,2020,2022,2020~2022,128.1171901001029,35.18635656827366
,,,1,3,10,False,2021102800100127,00,2021,2021년 10월,4,목요일,01,주간,08,08시,4817012600,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,02,신호위반,1050864,1686370,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,57,51-60세,2,여,500,보행자,500,보행자,200,부상,210,중상,82,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,평거주공1차아파트 앞 도로,,,,,20210032792003,,,0.0,0.0,,,,,,,,2021165871,,2020,2022,2020~2022,128.0585673063928,35.17132119373085
,,,1,3,10,False,2021103000100061,00,2021,2021년 10월,6,토요일,01,주간,06,06시,4817011400,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1052269,1690143,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,53,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,82,65세 이상,1,남,00,상해없음,05,뒷면 머리,없음,01, 건조,,,106,1007,지방도1007호선,20210033102003,,,0.0,0.0,,,,,,,,2021167132,,2020,2022,2020~2022,128.0742350488453,35.20526910400051
,,,1,3,10,False,2021110100100267,00,2021,2021년 11월,1,월요일,01,주간,13,13시,4817010100,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,02,신호위반,1052850,1687765,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,49,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,80,65세 이상,1,남,00,상해없음,01,앞면 얼굴,없음,01, 건조,건축넬 앞 횡단보도 횡단보도,,107,0,망경로,20210033372003,,,0.0,0.0,,,,,,,,2021168356,,2020,2022,2020~2022,128.08046516751472,35.18379698299569
,,,1,3,10,False,2021110400100178,00,2021,2021년 11월,4,목요일,01,주간,10,10시,4817010800,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,1052547,1688750,01,맑음,110,교차로 - 교차로안,N,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,65,65세 이상,1,남,500,보행자,500,보행자,100,사망,100,사망,69,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,4거리 교차로,,,,,20210033672003,,,0.0,0.0,,,,,,,,2021170070,,2020,2022,2020~2022,128.0772001953318,35.19269433801141
,,,1,3,10,False,2021110500100246,00,2021,2021년 11월,5,금요일,01,주간,12,12시,4817010300,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1053398,1687984,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,48,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,80,65세 이상,1,남,00,상해없음,03,앞면 가슴,없음,01, 건조,육거리곰탕 앞 사거리 육거리곰탕 앞 사거리,,107,0,망경로,20210033852003,,,0.0,0.0,,,,,,,,2021170738,,2020,2022,2020~2022,128.0864979007752,35.18574264410682
,,,1,3,10,False,2021110600100253,00,2021,2021년 11월,6,토요일,01,주간,13,13시,4817011600,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1053173,1689296,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,53,51-60세,2,여,500,보행자,500,보행자,200,부상,210,중상,71,65세 이상,2,여,00,상해없음,01,앞면 얼굴,없음,01, 건조,오곡유료주차장 앞 횡단보도,,,,,20210033982003,,,0.0,0.0,,,,,,,,2021171425,,2020,2022,2020~2022,128.08411138839537,35.19758447807875
,,,1,3,10,False,2021112400100491,00,2021,2021년 11월,3,수요일,02,야간,19,19시,4817011300,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1052456,1689174,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,52,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,79,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,진주서부농협 앞,,106,1007,지방도1007호선,20210036312003,,,0.0,0.0,,,,,,,,2021182449,,2020,2022,2020~2022,128.07622765102204,35.196522176334256
,,,1,3,10,False,2021112500100474,00,2021,2021년 11월,4,목요일,01,주간,17,17시,4817010900,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,1053178,1689085,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,36,31-40세,2,여,500,보행자,500,보행자,200,부상,220,경상,69,65세 이상,1,남,00,상해없음,08,뒷면 허리,없음,01, 건조,영남꽃집 앞,,,,,20210036412003,,,0.0,0.0,,,,,,,,2021182992,,2020,2022,2020~2022,128.08415269076346,35.195681693955905
,,,1,3,10,False,2021112600100346,00,2021,2021년 11월,5,금요일,01,주간,14,14시,4817012500,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,98,기타,1052256,1687806,01,맑음,998,기타 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,46,41-50세,1,남,500,보행자,500,보행자,200,부상,220,경상,67,65세 이상,1,남,00,상해없음,08,뒷면 허리,없음,01, 건조,120 버스 내,,,,,20210040532003,,,0.0,0.0,,,,,,,,2021183518,,2020,2022,2020~2022,128.073944004605,35.18419775890873
,,,1,3,10,False,2021112700100348,00,2021,2021년 11월,6,토요일,01,주간,15,15시,4817037024,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1075120,1686059,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,130,화물,998,기타,998,기타불명,55,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,74,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,s자코스 도로,,105,30,오봉산로,20210036702003,,,0.0,0.0,,,,,,,,2021184231,,2020,2022,2020~2022,128.32488769588934,35.166996123531206
,,,1,3,10,False,2021120400100095,00,2021,2021년 12월,6,토요일,01,주간,08,08시,4817011600,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,1053273,1689329,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,62,61-64세,2,여,500,보행자,500,보행자,200,부상,210,중상,83,65세 이상,2,여,00,상해없음,19,좌측 하퇴부,없음,01, 건조,신만성관 앞 도로상,,,,,20210037402003,,,0.0,0.0,,,,,,,,2021188223,,2020,2022,2020~2022,128.0852119828549,35.197876724829946
,,,1,3,10,False,2021120700100106,00,2021,2021년 12월,2,화요일,01,주간,08,08시,4817012000,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1056035,1688831,01,맑음,115,교차로 - 교차로횡단보도내,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,36,31-40세,2,여,500,보행자,500,보행자,200,부상,220,경상,66,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,교차로,,,,,20220002372003,,,0.0,0.0,,,,,,,,2021189770,,2020,2022,2020~2022,128.11551757897024,35.19323602077715
,,,1,3,10,False,2021121500100046,00,2021,2021년 12월,3,수요일,02,야간,05,05시,4817025023,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,1060401,1685913,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,64,61-64세,2,여,500,보행자,500,보행자,200,부상,210,중상,69,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,문산사거리노상,,106,1009,지방도1009호선,20210038932003,,,0.0,0.0,,,,,,,,2021194030,,2020,2022,2020~2022,128.1632594628478,35.1666724360584
,,,1,3,10,False,2021121700100433,00,2021,2021년 12월,5,금요일,01,주간,17,17시,4817011700,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1053674,1688918,01,맑음,110,교차로 - 교차로안,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,57,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,77,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조,대신택배 앞 편도2차로,,107,0,진양호로,20210039202003,,,0.0,0.0,,,,,,,,2021195490,,2020,2022,2020~2022,128.08959004396397,35.19414950567898
,,,1,3,10,False,2021121800100477,00,2021,2021년 12월,6,토요일,02,야간,18,18시,4817010800,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1052130,1688342,01,맑음,299,단일로 - 기타,N,01,사망사고,1,1,0,0,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,21,21-30세,1,남,500,보행자,500,보행자,100,사망,100,사망,75,65세 이상,1,남,13,우측 하퇴부,03,앞면 가슴,없음,01, 건조,,,,,,20210039292003,,,0.0,0.0,,,,,,,,2021196201,,2020,2022,2020~2022,128.07259407049725,35.18903726643676
,,,1,3,10,False,2021122300100468,00,2021,2021년 12월,4,목요일,02,야간,19,19시,4817011300,경상남도 진주시,100,차대사람,140,보도통행중,140,차대사람 - 보도통행중,08,보행자보호의무위반,1052575,1689112,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,63,61-64세,1,남,500,보행자,500,보행자,200,부상,210,중상,70,65세 이상,1,남,00,상해없음,08,뒷면 허리,없음,01, 건조,봉곡주유소 앞 횐단보도,,107,0,진주대로,20220002002003,,,0.0,0.0,,,,,,,,2021198835,,2020,2022,2020~2022,128.07753084673269,35.19595691449931
,,,1,3,10,False,2021122500100262,00,2021,2021년 12월,6,토요일,01,주간,17,17시,4817013100,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1055468,1685506,01,맑음,110,교차로 - 교차로안,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,52,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,78,65세 이상,1,남,00,상해없음,06,뒷면 뒷목,없음,01, 건조,가좌주공@ 정문 횡단보도 가좌주공@ 정문 횡단보도,,,,,20210040042003,,,0.0,0.0,,,,,,,,2021199807,,2020,2022,2020~2022,128.10906599272988,35.16328710470165
,,,1,3,10,False,2021122900100056,00,2021,2021년 12월,3,수요일,01,주간,07,07시,4817011800,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1053960,1688999,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,58,51-60세,2,여,500,보행자,500,보행자,200,부상,220,경상,74,65세 이상,2,여,00,상해없음,13,우측 하퇴부,없음,01, 건조,,,,,,20210040422003,,,0.0,0.0,,,,,,,,2021201454,,2020,2022,2020~2022,128.0927368094132,35.19486452033999
,,,1,3,10,False,2022010300100270,00,2022,2022년  1월,1,월요일,01,주간,13,13시,4817010900,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1053166,1688939,01,맑음,998,기타 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,68,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,83,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조, 반도약국 앞 도로,   ,107,-,진주대로,20220009002003,,,0.0,0.0,,,,,,,,2022001040,,2020,2022,2020~2022,128.08401145673938,35.19436589426701
,,,1,3,10,False,2022010500100246,00,2022,2022년  1월,3,수요일,01,주간,16,16시,4817011400,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1052323,1689612,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,57,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,67,65세 이상,2,여,00,상해없음,05,뒷면 머리,없음,01, 건조, 석천헤어,   ,106,1007,지방도1007호선,20220000482003,,,0.0,0.0,,,,,,,,2022002162,,2020,2022,2020~2022,128.07479453751048,35.200478429861555
,,,1,3,10,False,2022012200100081,00,2022,2022년  1월,6,토요일,01,주간,09,09시,4817011900,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1054588,1687633,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,68,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,79,65세 이상,1,남,00,상해없음,13,우측 하퇴부,없음,01, 건조, 도로상,   ,,,,20220002232003,,,0.0,0.0,,,,,,,,2022011140,,2020,2022,2020~2022,128.09954441291114,35.18251379509759
,,,1,3,10,False,2022021000100211,00,2022,2022년  2월,4,목요일,01,주간,13,13시,4817010800,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1052092,1688631,01,맑음,110,교차로 - 교차로안,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,67,65세 이상,1,남,500,보행자,500,보행자,200,부상,220,경상,88,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조, 노상,   ,,,,20220004332003,,,0.0,0.0,,,,,,,,2022019639,,2020,2022,2020~2022,128.07219496752086,35.19164506739023
,,,1,3,10,False,2022021800100255,00,2022,2022년  2월,5,금요일,01,주간,14,14시,4817010200,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,02,신호위반,1053850,1687155,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,64,61-64세,2,여,500,보행자,500,보행자,200,부상,210,중상,79,65세 이상,1,남,00,상해없음,15,좌측 어깨,없음,01, 건조,고려병원 앞 횡단보도 ,   ,107,-,진주대로,20220005162003,,,0.0,0.0,,,,,,,,2022023258,,2020,2022,2020~2022,128.0914080650789,35.17824366717268
,,,1,3,10,False,2022022500100182,00,2022,2022년  2월,5,금요일,01,주간,11,11시,4817012000,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1055553,1688545,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,54,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,66,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,하동정씨제각 앞 하동정씨무덤 앞 도로,   ,,,,20220005802003,,,0.0,0.0,,,,,,,,2022026463,,2020,2022,2020~2022,128.1102040265745,35.19068405451311
,,,1,3,10,False,2022022500100183,00,2022,2022년  2월,5,금요일,01,주간,11,11시,4817012000,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1056664,1688172,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,69,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,91,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,한일세차장 앞 ,   ,,,,20220005812003,,,0.0,0.0,,,,,,,,2022026464,,2020,2022,2020~2022,128.12238116661695,35.187258752099645
,,,1,3,10,False,2022030300100403,00,2022,2022년  3월,4,목요일,02,야간,18,18시,4817011400,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,1051844,1689408,01,맑음,299,단일로 - 기타,N,03,경상사고,0,0,1,0,100,원동기 자전거 이상,150,이륜,300,상해없음,300,상해없음,31,31-40세,1,남,500,보행자,500,보행자,200,부상,220,경상,72,65세 이상,2,여,00,상해없음,05,뒷면 머리,없음,01, 건조, ,   ,,,,20220006392003,,,0.0,0.0,,,,,,,,2022029516,,2020,2022,2020~2022,128.06951987315858,35.19866388629603
,,,1,3,10,False,2022031300100258,00,2022,2022년  3월,7,일요일,02,야간,19,19시,4817042029,경상남도 진주시,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,98,기타,1056958,1692637,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,41,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,71,65세 이상,2,여,00,상해없음,01,앞면 얼굴,없음,01, 건조, 제일하우징 앞,   ,106,1013,지방도1013호선,20220007302003,,,0.0,0.0,,,,,,,,2022033781,,2020,2022,2020~2022,128.12591908634815,35.22750120370779
,,,1,3,10,False,2022032800100207,00,2022,2022년  3월,1,월요일,01,주간,12,12시,4817011900,경상남도 진주시,100,차대사람,110,횡단중,110,차대사람 - 횡단중,08,보행자보호의무위반,1055256,1687538,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,44,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,87,65세 이상,2,여,00,상해없음,19,좌측 하퇴부,없음,01, 건조, 횡단보도,   ,,,,20220008612003,,,0.0,0.0,,,,,,,,2022040163,,2020,2022,2020~2022,128.10687437922098,35.18162067394433
,,,1,3,10,False,2022040700100044,00,2022,2022년  4월,4,목요일,01,주간,06,06시,4817012600,경상남도 진주시,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1051269,1686440,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,30,21-30세,1,남,500,보행자,500,보행자,200,부상,210,중상,76,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,디저트39 앞 디저트39 진주평거점 앞 횡단보도,   ,,,,20220009702003,,,0.0,0.0,,,,,,,,2022044996,,2020,2022,2020~2022,128.06301900885916,35.171931777077695
